지역명,연도,월,전용면적,평당분양가격
충남,2016,1,60m²~85m²,7527.299999999999
충남,2016,1,85m²~102m²,8385.3
충남,2016,1,102m²~,8065.2
전북,2016,1,모든면적,6534.0
전북,2016,1,60m²,6296.4
전북,2016,1,60m²~85m²,6557.099999999999
전북,2016,1,85m²~102m²,7844.099999999999
전북,2016,1,102m²~,7530.599999999999
전남,2016,1,모든면적,6299.7
전남,2016,1,60m²,6596.7
전남,2016,1,60m²~85m²,6289.799999999999
전남,2016,1,85m²~102m²,7464.599999999999
전남,2016,1,102m²~,7180.799999999999
경북,2016,1,모든면적,7197.299999999999
경북,2016,1,60m²,7187.4
경북,2016,1,60m²~85m²,7210.5
경북,2016,1,85m²~102m²,8302.8
경북,2016,1,102m²~,7741.799999999999
경남,2016,1,모든면적,7679.099999999999
경남,2016,1,60m²,7491.0
경남,2016,1,60m²~85m²,7748.4
경남,2016,1,85m²~102m²,9652.5
경남,2016,1,102m²~,9332.4
제주,2016,1,모든면적,7484.4
제주,2016,1,60m²,
제주,2016,1,60m²~85m²,7458.0
제주,2016,1,85m²~102m²,8523.9
제주,2016,1,102m²~,8494.199999999999
서울,2016,2,모든면적,20166.3
서울,2016,2,60m²,21245.399999999998
서울,2016,2,60m²~85m²,19928.7
서울,2016,2,85m²~102m²,21492.899999999998
서울,2016,2,102m²~,21311.399999999998
인천,2016,2,모든면적,10533.599999999999
인천,2016,2,60m²,10982.4
인천,2016,2,60m²~85m²,10269.599999999999
인천,2016,2,85m²~102m²,11698.5
인천,2016,2,102m²~,11246.4
경기,2016,2,모든면적,10622.699999999999
경기,2016,2,60m²,10870.199999999999
경기,2016,2,60m²~85m²,10784.4
경기,2016,2,85m²~102m²,11157.3
경기,2016,2,102m²~,12107.699999999999
부산,2016,2,모든면적,10408.199999999999
부산,2016,2,60m²,9896.699999999999
부산,2016,2,60m²~85m²,10098.0
부산,2016,2,85m²~102m²,9758.1
부산,2016,2,102m²~,12579.599999999999
대구,2016,2,모든면적,10111.199999999999
대구,2016,2,60m²,11025.3
대구,2016,2,60m²~85m²,10160.699999999999
대구,2016,2,85m²~102m²,8355.6
대구,2016,2,102m²~,9051.9
광주,2016,2,모든면적,8477.699999999999
광주,2016,2,60m²,7903.5
광주,2016,2,60m²~85m²,8520.6
광주,2016,2,85m²~102m²,
광주,2016,2,102m²~,
대전,2016,2,모든면적,8098.2
대전,2016,2,60m²,8530.5
대전,2016,2,60m²~85m²,8012.4
대전,2016,2,85m²~102m²,8121.299999999999
대전,2016,2,102m²~,
울산,2016,2,모든면적,10051.8
울산,2016,2,60m²,8527.199999999999
울산,2016,2,60m²~85m²,10074.9
울산,2016,2,85m²~102m²,8787.9
울산,2016,2,102m²~,9484.199999999999
세종,2016,2,모든면적,8794.5
세종,2016,2,60m²,8583.3
세종,2016,2,60m²~85m²,8830.8
세종,2016,2,85m²~102m²,8781.3
세종,2016,2,102m²~,9081.6
강원,2016,2,모든면적,7170.9
강원,2016,2,60m²,7557.0
강원,2016,2,60m²~85m²,7260.0
강원,2016,2,85m²~102m²,
강원,2016,2,102m²~,7755.0
충북,2016,2,모든면적,6626.4
충북,2016,2,60m²,6441.599999999999
충북,2016,2,60m²~85m²,6669.299999999999
충북,2016,2,85m²~102m²,7510.799999999999
충북,2016,2,102m²~,7461.299999999999
충남,2016,2,모든면적,7497.599999999999
충남,2016,2,60m²,8236.8
충남,2016,2,60m²~85m²,7530.599999999999
충남,2016,2,85m²~102m²,8385.3
충남,2016,2,102m²~,8065.2
전북,2016,2,모든면적,6534.0
전북,2016,2,60m²,6296.4
전북,2016,2,60m²~85m²,6557.099999999999
전북,2016,2,85m²~102m²,7844.099999999999
전북,2016,2,102m²~,7533.9
전남,2016,2,모든면적,6345.9
전남,2016,2,60m²,6596.7
전남,2016,2,60m²~85m²,6339.299999999999
전남,2016,2,85m²~102m²,7464.599999999999
전남,2016,2,102m²~,7180.799999999999
경북,2016,2,모든면적,7190.7
경북,2016,2,60m²,7167.599999999999
경북,2016,2,60m²~85m²,7230.299999999999
경북,2016,2,85m²~102m²,8355.6
경북,2016,2,102m²~,7741.799999999999
경남,2016,2,모든면적,7781.4
경남,2016,2,60m²,7791.299999999999
경남,2016,2,60m²~85m²,7837.5
경남,2016,2,85m²~102m²,9652.5
경남,2016,2,102m²~,8820.9
제주,2016,2,모든면적,7484.4
제주,2016,2,60m²,
제주,2016,2,60m²~85m²,7458.0
제주,2016,2,85m²~102m²,8523.9
제주,2016,2,102m²~,8494.199999999999
서울,2016,3,모든면적,20370.899999999998
서울,2016,3,60m²,21615.0
서울,2016,3,60m²~85m²,20219.1
서울,2016,3,85m²~102m²,23690.699999999997
서울,2016,3,102m²~,21024.3
인천,2016,3,모든면적,10527.0
인천,2016,3,60m²,10965.9
인천,2016,3,60m²~85m²,10266.3
인천,2016,3,85m²~102m²,11698.5
인천,2016,3,102m²~,11246.4
경기,2016,3,모든면적,10609.5
경기,2016,3,60m²,11355.3
경기,2016,3,60m²~85m²,10754.699999999999
경기,2016,3,85m²~102m²,11097.9
경기,2016,3,102m²~,12144.0
부산,2016,3,모든면적,10487.4
부산,2016,3,60m²,9738.3
부산,2016,3,60m²~85m²,10236.599999999999
부산,2016,3,85m²~102m²,9758.1
부산,2016,3,102m²~,12299.099999999999
대구,2016,3,모든면적,10292.699999999999
대구,2016,3,60m²,11025.3
대구,2016,3,60m²~85m²,10408.199999999999
대구,2016,3,85m²~102m²,8378.699999999999
대구,2016,3,102m²~,9051.9
광주,2016,3,모든면적,8547.0
광주,2016,3,60m²,8151.0
광주,2016,3,60m²~85m²,8583.3
광주,2016,3,85m²~102m²,
광주,2016,3,102m²~,
대전,2016,3,모든면적,8098.2
대전,2016,3,60m²,8530.5
대전,2016,3,60m²~85m²,8012.4
대전,2016,3,85m²~102m²,8121.299999999999
대전,2016,3,102m²~,
울산,2016,3,모든면적,10117.8
울산,2016,3,60m²,8527.199999999999
울산,2016,3,60m²~85m²,10147.5
울산,2016,3,85m²~102m²,8787.9
울산,2016,3,102m²~,10088.1
세종,2016,3,모든면적,8811.0
세종,2016,3,60m²,8583.3
세종,2016,3,60m²~85m²,8847.3
세종,2016,3,85m²~102m²,8811.0
세종,2016,3,102m²~,9081.6
강원,2016,3,모든면적,7240.2
강원,2016,3,60m²,7421.7
강원,2016,3,60m²~85m²,7329.299999999999
강원,2016,3,85m²~102m²,
강원,2016,3,102m²~,7755.0
충북,2016,3,모든면적,6534.0
충북,2016,3,60m²,6352.5
충북,2016,3,60m²~85m²,6669.299999999999
충북,2016,3,85m²~102m²,7510.799999999999
충북,2016,3,102m²~,7461.299999999999
충남,2016,3,모든면적,6979.5
충남,2016,3,60m²,7345.799999999999
충남,2016,3,60m²~85m²,6976.2
충남,2016,3,85m²~102m²,8385.3
충남,2016,3,102m²~,8065.2
전북,2016,3,모든면적,6438.299999999999
전북,2016,3,60m²,6303.0
전북,2016,3,60m²~85m²,6464.7
전북,2016,3,85m²~102m²,7487.7
전북,2016,3,102m²~,7566.9
전남,2016,3,모든면적,6339.299999999999
전남,2016,3,60m²,6606.599999999999
전남,2016,3,60m²~85m²,6332.7
전남,2016,3,85m²~102m²,7464.599999999999
전남,2016,3,102m²~,7180.799999999999
경북,2016,3,모든면적,7190.7
경북,2016,3,60m²,7170.9
경북,2016,3,60m²~85m²,7230.299999999999
경북,2016,3,85m²~102m²,8827.5
경북,2016,3,102m²~,7636.2
경남,2016,3,모든면적,7863.9
경남,2016,3,60m²,7807.799999999999
경남,2016,3,60m²~85m²,7893.599999999999
경남,2016,3,85m²~102m²,10074.9
경남,2016,3,102m²~,8728.5
제주,2016,3,모든면적,7636.2
제주,2016,3,60m²,
제주,2016,3,60m²~85m²,7636.2
제주,2016,3,85m²~102m²,
제주,2016,3,102m²~,
서울,2016,4,모든면적,20595.3
서울,2016,4,60m²,21839.399999999998
서울,2016,4,60m²~85m²,20446.8
서울,2016,4,85m²~102m²,26716.8
서울,2016,4,102m²~,20964.899999999998
인천,2016,4,모든면적,10685.4
인천,2016,4,60m²,10965.9
인천,2016,4,60m²~85m²,10385.099999999999
인천,2016,4,85m²~102m²,11698.5
인천,2016,4,102m²~,15968.699999999999
경기,2016,4,모든면적,10556.699999999999
경기,2016,4,60m²,11220.0
경기,2016,4,60m²~85m²,10701.9
경기,2016,4,85m²~102m²,11203.5
경기,2016,4,102m²~,11916.3
부산,2016,4,모든면적,10457.699999999999
부산,2016,4,60m²,9810.9
부산,2016,4,60m²~85m²,10187.099999999999
부산,2016,4,85m²~102m²,9669.0
부산,2016,4,102m²~,12299.099999999999
대구,2016,4,모든면적,10335.599999999999
대구,2016,4,60m²,11025.3
대구,2016,4,60m²~85m²,10454.4
대구,2016,4,85m²~102m²,8378.699999999999
대구,2016,4,102m²~,9051.9
광주,2016,4,모든면적,8910.0
광주,2016,4,60m²,8580.0
광주,2016,4,60m²~85m²,8896.8
광주,2016,4,85m²~102m²,9088.199999999999
광주,2016,4,102m²~,11609.4
대전,2016,4,모든면적,8081.7
대전,2016,4,60m²,8345.699999999999
대전,2016,4,60m²~85m²,8002.5
대전,2016,4,85m²~102m²,
대전,2016,4,102m²~,
울산,2016,4,모든면적,10137.599999999999
울산,2016,4,60m²,8533.8
울산,2016,4,60m²~85m²,10150.8
울산,2016,4,85m²~102m²,8787.9
울산,2016,4,102m²~,9791.1
세종,2016,4,모든면적,8844.0
세종,2016,4,60m²,8764.8
세종,2016,4,60m²~85m²,8906.699999999999
세종,2016,4,85m²~102m²,8758.199999999999
세종,2016,4,102m²~,8956.199999999999
강원,2016,4,모든면적,7062.0
강원,2016,4,60m²,7071.9
강원,2016,4,60m²~85m²,7203.9
강원,2016,4,85m²~102m²,
강원,2016,4,102m²~,7755.0
충북,2016,4,모든면적,6494.4
충북,2016,4,60m²,6319.5
충북,2016,4,60m²~85m²,6633.0
충북,2016,4,85m²~102m²,7510.799999999999
충북,2016,4,102m²~,7461.299999999999
충남,2016,4,모든면적,7157.7
충남,2016,4,60m²,7573.5
충남,2016,4,60m²~85m²,7128.0
충남,2016,4,85m²~102m²,8385.3
충남,2016,4,102m²~,8705.4
전북,2016,4,모든면적,6299.7
전북,2016,4,60m²,6270.0
전북,2016,4,60m²~85m²,6322.799999999999
전북,2016,4,85m²~102m²,7487.7
전북,2016,4,102m²~,7854.0
전남,2016,4,모든면적,6352.5
전남,2016,4,60m²,6563.7
전남,2016,4,60m²~85m²,6345.9
전남,2016,4,85m²~102m²,7464.599999999999
전남,2016,4,102m²~,7180.799999999999
경북,2016,4,모든면적,7184.099999999999
경북,2016,4,60m²,7164.299999999999
경북,2016,4,60m²~85m²,7223.7
경북,2016,4,85m²~102m²,8827.5
경북,2016,4,102m²~,7636.2
경남,2016,4,모든면적,7890.299999999999
경남,2016,4,60m²,7962.9
경남,2016,4,60m²~85m²,7883.7
경남,2016,4,85m²~102m²,10480.8
경남,2016,4,102m²~,8778.0
제주,2016,4,모든면적,8972.699999999999
제주,2016,4,60m²,9414.9
제주,2016,4,60m²~85m²,9081.6
제주,2016,4,85m²~102m²,8992.5
제주,2016,4,102m²~,8586.6
서울,2016,5,모든면적,20671.199999999997
서울,2016,5,60m²,21905.399999999998
서울,2016,5,60m²~85m²,20476.5
서울,2016,5,85m²~102m²,25492.5
서울,2016,5,102m²~,20964.899999999998
인천,2016,5,모든면적,10490.699999999999
인천,2016,5,60m²,10965.9
인천,2016,5,60m²~85m²,10385.099999999999
인천,2016,5,85m²~102m²,11111.099999999999
인천,2016,5,102m²~,13833.599999999999
경기,2016,5,모든면적,11361.9
경기,2016,5,60m²,12276.0
경기,2016,5,60m²~85m²,11361.9
경기,2016,5,85m²~102m²,11121.0
경기,2016,5,102m²~,13054.8
부산,2016,5,모든면적,10388.4
부산,2016,5,60m²,9824.1
부산,2016,5,60m²~85m²,10134.3
부산,2016,5,85m²~102m²,10216.8
부산,2016,5,102m²~,11668.8
대구,2016,5,모든면적,10335.599999999999
대구,2016,5,60m²,11170.5
대구,2016,5,60m²~85m²,10447.8
대구,2016,5,85m²~102m²,8378.699999999999
대구,2016,5,102m²~,9051.9
광주,2016,5,모든면적,8982.6
광주,2016,5,60m²,8471.1
광주,2016,5,60m²~85m²,8985.9
광주,2016,5,85m²~102m²,9088.199999999999
광주,2016,5,102m²~,11609.4
대전,2016,5,모든면적,8134.5
대전,2016,5,60m²,8520.6
대전,2016,5,60m²~85m²,8009.099999999999
대전,2016,5,85m²~102m²,
대전,2016,5,102m²~,
울산,2016,5,모든면적,10154.099999999999
울산,2016,5,60m²,8580.0
울산,2016,5,60m²~85m²,10164.0
울산,2016,5,85m²~102m²,8787.9
울산,2016,5,102m²~,9791.1
세종,2016,5,모든면적,8844.0
세종,2016,5,60m²,8764.8
세종,2016,5,60m²~85m²,8906.699999999999
세종,2016,5,85m²~102m²,8758.199999999999
세종,2016,5,102m²~,8956.199999999999
강원,2016,5,모든면적,6986.099999999999
강원,2016,5,60m²,6972.9
강원,2016,5,60m²~85m²,7095.0
강원,2016,5,85m²~102m²,
강원,2016,5,102m²~,7553.7
충북,2016,5,모든면적,6534.0
충북,2016,5,60m²,6352.5
충북,2016,5,60m²~85m²,6679.2
충북,2016,5,85m²~102m²,7510.799999999999
충북,2016,5,102m²~,7494.299999999999
충남,2016,5,모든면적,7147.799999999999
충남,2016,5,60m²,7593.299999999999
충남,2016,5,60m²~85m²,7095.0
충남,2016,5,85m²~102m²,8428.199999999999
충남,2016,5,102m²~,8705.4
전북,2016,5,모든면적,6418.5
전북,2016,5,60m²,6299.7
전북,2016,5,60m²~85m²,6451.5
전북,2016,5,85m²~102m²,7487.7
전북,2016,5,102m²~,7662.599999999999
전남,2016,5,모든면적,6359.099999999999
전남,2016,5,60m²,6563.7
전남,2016,5,60m²~85m²,6352.5
전남,2016,5,85m²~102m²,7464.599999999999
전남,2016,5,102m²~,7180.799999999999
경북,2016,5,모든면적,7180.799999999999
경북,2016,5,60m²,7164.299999999999
경북,2016,5,60m²~85m²,7223.7
경북,2016,5,85m²~102m²,8827.5
경북,2016,5,102m²~,7665.9
경남,2016,5,모든면적,7857.299999999999
경남,2016,5,60m²,7995.9
경남,2016,5,60m²~85m²,7854.0
경남,2016,5,85m²~102m²,10817.4
경남,2016,5,102m²~,9045.3
제주,2016,5,모든면적,8880.3
제주,2016,5,60m²,9414.9
제주,2016,5,60m²~85m²,8949.6
제주,2016,5,85m²~102m²,8936.4
제주,2016,5,102m²~,8596.5
서울,2016,6,모든면적,20486.399999999998
서울,2016,6,60m²,21654.6
서울,2016,6,60m²~85m²,20519.399999999998
서울,2016,6,85m²~102m²,25515.6
서울,2016,6,102m²~,21004.5
인천,2016,6,모든면적,10573.199999999999
인천,2016,6,60m²,9837.3
인천,2016,6,60m²~85m²,11064.9
인천,2016,6,85m²~102m²,11394.9
인천,2016,6,102m²~,11800.8
경기,2016,6,모든면적,11688.599999999999
경기,2016,6,60m²,12477.3
경기,2016,6,60m²~85m²,11678.699999999999
경기,2016,6,85m²~102m²,11002.199999999999
경기,2016,6,102m²~,13440.9
부산,2016,6,모든면적,10395.0
부산,2016,6,60m²,9807.6
부산,2016,6,60m²~85m²,10127.699999999999
부산,2016,6,85m²~102m²,10734.9
부산,2016,6,102m²~,12285.9
대구,2016,6,모든면적,10342.199999999999
대구,2016,6,60m²,11170.5
대구,2016,6,60m²~85m²,10444.5
대구,2016,6,85m²~102m²,9368.699999999999
